chapter,chapter_text,heading,heading_text,subheading,subheading_text,year_range,prior_class,prior_label,nli_prob_1,nli_prob_2,nli_prob_3,nli_prob_4,nli_prob_5,nli_continuous,nli_class,nli_label,nli_uncertainty
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030322,030322 -- (-2011) -- Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho),all,1,Raw/Primary,0.217162,0.208435,0.132878,0.187388,0.254136,3.0529,5,Final Good,0.9871
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030323,030323 -- (2012-) -- Tilapias (Oreochromis spp.),all,1,Raw/Primary,0.229977,0.204146,0.126263,0.186787,0.252827,3.0283,5,Final Good,0.9846
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030324,"030324 -- (2012-) -- Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",all,1,Raw/Primary,0.251337,0.205938,0.124908,0.178224,0.239593,2.9488,1,Raw/Primary,0.983
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030325,"030325 -- (2012-) -- Carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)",all,1,Raw/Primary,0.255418,0.207653,0.149567,0.176233,0.211129,2.88,1,Raw/Primary,0.9901
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030326,030326 -- (2012-) -- Eels (Anguilla spp.),all,1,Raw/Primary,0.217381,0.2256,0.122178,0.183411,0.251429,3.0259,5,Final Good,0.9834
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030329,030329 --  -- Other,all,1,Raw/Primary,0.193158,0.265049,0.106152,0.215694,0.219948,3.0042,2,Processed Material,0.9765
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030331,"030331 --  -- Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)",all,1,Raw/Primary,0.21207,0.22774,0.117575,0.189542,0.253072,3.0438,5,Final Good,0.982
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030332,030332 --  -- Plaice (Pleuronectes platessa),all,1,Raw/Primary,0.203992,0.260401,0.100002,0.210467,0.225138,2.9924,2,Processed Material,0.9746
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030333,030333 --  -- Sole (Solea spp.),all,1,Raw/Primary,0.197199,0.268489,0.095639,0.209918,0.228755,3.0045,2,Processed Material,0.971
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030334,030334 -- (2012-) -- Turbots (Psetta maxima),all,1,Raw/Primary,0.201095,0.242093,0.118102,0.219355,0.219355,3.0138,2,Processed Material,0.9841
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030339,030339 --  -- Other,all,1,Raw/Primary,0.192493,0.264911,0.105477,0.216425,0.220694,3.0079,2,Processed Material,0.9761
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030341,030341 --  -- Albacore or longfinned tuna (Thunnus alalunga),all,1,Raw/Primary,0.200405,0.226424,0.104172,0.179116,0.289884,3.1316,5,Final Good,0.9699
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030342,030342 --  -- Yellowfin tuna (Thunnus albacares),all,1,Raw/Primary,0.205341,0.202553,0.108737,0.170567,0.312802,3.1829,5,Final Good,0.9662
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030343,030343 --  -- Skipjack or stripe-bellied bonito,all,1,Raw/Primary,0.215953,0.249776,0.095548,0.199919,0.238804,2.9958,2,Processed Material,0.9728
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030344,030344 -- (2002-) -- Bigeye tuna (Thunnus obesus),all,1,Raw/Primary,0.207118,0.233552,0.119403,0.174241,0.265685,3.0578,5,Final Good,0.9793
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030345,"030345 -- (2002-) -- Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",all,1,Raw/Primary,0.207639,0.198518,0.130573,0.185763,0.277506,3.127,5,Final Good,0.9827
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030346,030346 -- (2002-) -- Southern bluefin tuna (Thunnus maccoyii),all,1,Raw/Primary,0.202586,0.22163,0.119677,0.175666,0.28044,3.1097,5,Final Good,0.9777
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030349,030349 --  -- Other,all,1,Raw/Primary,0.192518,0.264429,0.106527,0.216877,0.219648,3.0067,2,Processed Material,0.9767
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030350,"030350 -- (-2006) - Herrings (Clupea harengus, Clupea pallasii), excluding livers and roes",all,1,Raw/Primary,0.226315,0.221072,0.128322,0.168841,0.255449,3.006,5,Final Good,0.9832
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030351,"030351 -- (2007-) -- Herrings (Clupea harengus, Clupea pallasii)",all,1,Raw/Primary,0.207862,0.235079,0.122076,0.18669,0.248293,3.0325,5,Final Good,0.9835
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030352,"030352 -- (2007-2011) -- Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",all,1,Raw/Primary,0.203607,0.251176,0.11715,0.198697,0.229369,2.999,2,Processed Material,0.9824
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030353,"030353 -- (2012-) -- Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)",all,1,Raw/Primary,0.213201,0.223432,0.145106,0.177615,0.240646,3.0091,5,Final Good,0.9905
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030354,"030354 -- (2012-) -- Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",all,1,Raw/Primary,0.224957,0.223206,0.12183,0.184864,0.245144,3.002,5,Final Good,0.9839
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030355,030355 -- (2012-) -- Jack and horse mackerel (Trachurus spp.),all,1,Raw/Primary,0.218072,0.2335,0.112363,0.183097,0.252967,3.0194,5,Final Good,0.9792
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030356,030356 -- (2012-) -- Cobia (Rachycentron canadum),all,1,Raw/Primary,0.198011,0.255496,0.10978,0.210576,0.226136,3.0113,2,Processed Material,0.9793
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030357,030357 -- (2012-) -- Swordfish (Xiphias gladius),all,1,Raw/Primary,0.194062,0.252364,0.120614,0.207184,0.225776,3.0182,2,Processed Material,0.9835
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030359,030359 -- (2017-) -- Other,all,1,Raw/Primary,0.198344,0.258437,0.109216,0.214671,0.219333,2.9982,2,Processed Material,0.9789
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030360,"030360 -- (-2006) - Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding livers and roes",all,1,Raw/Primary,0.23153,0.221792,0.121413,0.183334,0.241931,2.9823,5,Final Good,0.9836
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030361,030361 -- (2007-2011) -- Swordfish (Xiphias gladius),all,1,Raw/Primary,0.191812,0.253367,0.123,0.208007,0.223814,3.0186,2,Processed Material,0.9842
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030362,030362 -- (2007-2011) -- Toothfish (Dissostichus spp.),all,1,Raw/Primary,0.199659,0.242723,0.120392,0.189958,0.247269,3.0425,5,Final Good,0.9825
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030363,"030363 -- (2012-) -- Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",all,1,Raw/Primary,0.203314,0.249592,0.117096,0.202521,0.227478,3.0013,2,Processed Material,0.9827
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030364,030364 -- (2012-) -- Haddock (Melanogrammus aeglefinus),all,1,Raw/Primary,0.203318,0.25131,0.110111,0.203517,0.231744,3.0091,2,Processed Material,0.9797
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030365,030365 -- (2012-) -- Coalfish (Pollachius virens),all,1,Raw/Primary,0.202887,0.237895,0.118459,0.197222,0.243537,3.0406,5,Final Good,0.983
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030366,"030366 -- (2012-) -- Hake (Merluccius spp., Urophycis spp.)",all,1,Raw/Primary,0.200733,0.26155,0.110531,0.210778,0.216409,2.9806,2,Processed Material,0.9792
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030367,030367 -- (2012-) -- Alaska pollock (Theragra chalcogramma),all,1,Raw/Primary,0.214815,0.256348,0.11199,0.187731,0.229116,2.96,2,Processed Material,0.9793
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030368,"030368 -- (2012-) -- Blue whiting (Micromesistius poutassou, Micromesistius australis)",all,1,Raw/Primary,0.200837,0.260411,0.119108,0.180911,0.238733,2.9963,2,Processed Material,0.9801
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030369,030369 -- (2012-) -- Other,all,1,Raw/Primary,0.196775,0.258151,0.110704,0.214852,0.219518,3.0022,2,Processed Material,0.9795
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030371,"030371 -- (-2011) -- Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)",all,1,Raw/Primary,0.213054,0.224153,0.145574,0.176973,0.240246,3.0072,5,Final Good,0.9906
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030372,030372 -- (-2011) -- Haddock (Melanogrammus aeglefinus),all,1,Raw/Primary,0.203798,0.251657,0.112328,0.202409,0.229808,3.0028,2,Processed Material,0.9806
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030373,030373 -- (-2011) -- Coalfish (Pollachius virens),all,1,Raw/Primary,0.20215,0.240294,0.11711,0.197082,0.243364,3.0392,5,Final Good,0.9823
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030374,"030374 -- (-2011) -- Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",all,1,Raw/Primary,0.224757,0.224976,0.12196,0.18362,0.244687,2.9985,5,Final Good,0.9838
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030375,030375 -- (-2011) -- Dogfish and other sharks,all,1,Raw/Primary,0.222599,0.235111,0.114472,0.190399,0.237419,2.9849,5,Final Good,0.9818
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030376,030376 -- (-2011) -- Eels (Anguilla spp.),all,1,Raw/Primary,0.216325,0.227372,0.120874,0.18252,0.252909,3.0283,5,Final Good,0.9826
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030377,"030377 -- (-2011) -- Sea bass (Dicentrarchus labrax, Dicentrarchus punctatus)",all,1,Raw/Primary,0.238618,0.197436,0.123673,0.1712,0.269073,3.0347,5,Final Good,0.9793
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030378,"030378 -- (-2011) -- Hake (Merluccius spp., Urophycis spp.)",all,1,Raw/Primary,0.200846,0.260931,0.110162,0.210896,0.217166,2.9826,2,Processed Material,0.9791
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030379,030379 -- (-2011) -- Other,all,1,Raw/Primary,0.196646,0.258739,0.110309,0.214502,0.219804,3.0021,2,Processed Material,0.9792
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030380,030380 -- (-2011) - Livers and roes,all,1,Raw/Primary,0.212023,0.26003,0.109782,0.197049,0.221116,2.9552,2,Processed Material,0.9788
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030381,030381 -- (2012-) -- Dogfish and other sharks,all,1,Raw/Primary,0.22298,0.234137,0.11568,0.18961,0.237592,2.9847,5,Final Good,0.9822
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030382,030382 -- (2012-) -- Rays and skates (Rajidae),all,1,Raw/Primary,0.192949,0.255118,0.108024,0.208424,0.235485,3.0384,2,Processed Material,0.9778
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030383,030383 -- (2012-) -- Toothfish (Dissostichus spp.),all,1,Raw/Primary,0.195841,0.244205,0.124363,0.186326,0.249265,3.049,5,Final Good,0.9831
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030384,030384 -- (2012-) -- Sea bass (Dicentrarchus spp.),all,1,Raw/Primary,0.231214,0.198736,0.123157,0.174189,0.272703,3.0584,5,Final Good,0.9795
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030389,030389 -- (2012-) -- Other,all,1,Raw/Primary,0.196331,0.257569,0.111866,0.214997,0.219237,3.0032,2,Processed Material,0.98
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030390,030390 -- (2012-2016) - Livers and roes,all,1,Raw/Primary,0.21398,0.260388,0.107912,0.192373,0.225347,2.9547,2,Processed Material,0.9776
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030391,"030391 -- (2017-) -- Livers, roes and milt",all,1,Raw/Primary,0.227137,0.250193,0.107083,0.188671,0.226915,2.938,2,Processed Material,0.9778
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030392,030392 -- (2017-) -- Shark fins,all,1,Raw/Primary,0.207827,0.249223,0.114885,0.194855,0.23321,2.9964,2,Processed Material,0.9814
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",030399,030399 -- (2017-) -- Other,all,1,Raw/Primary,0.198359,0.259215,0.109011,0.21385,0.219564,2.997,2,Processed Material,0.9787
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030410,030410 -- (-2006) - Fresh or chilled,all,1,Raw/Primary,0.201807,0.253618,0.11015,0.211699,0.222727,2.9999,2,Processed Material,0.9799
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030411,030411 -- (2007-2011) -- Swordfish (Xiphias gladius),all,1,Raw/Primary,0.191615,0.252119,0.1242,0.207388,0.224678,3.0214,2,Processed Material,0.9847
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030412,030412 -- (2007-2011) -- Toothfish (Dissostichus spp.),all,1,Raw/Primary,0.197972,0.243035,0.12161,0.19076,0.246621,3.045,5,Final Good,0.9829
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030419,030419 -- (2007-2011) -- Other,all,1,Raw/Primary,0.193368,0.262758,0.112241,0.209285,0.222348,3.0045,2,Processed Material,0.9792
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030420,030420 -- (-2006) - Frozen fillets,all,1,Raw/Primary,0.086277,0.270993,0.133628,0.243868,0.265233,3.3308,2,Processed Material,0.9508
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030421,030421 -- (2007-2011) -- Swordfish (Xiphias gladius),all,1,Raw/Primary,0.191896,0.253477,0.123414,0.207084,0.22413,3.0181,2,Processed Material,0.9843
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030422,030422 -- (2007-2011) -- Toothfish (Dissostichus spp.),all,1,Raw/Primary,0.198911,0.243473,0.119707,0.190359,0.247549,3.0442,5,Final Good,0.9821
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030429,030429 -- (2007-2011) -- Other,all,1,Raw/Primary,0.193122,0.262937,0.111335,0.209018,0.223588,3.007,2,Processed Material,0.9788
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030431,030431 -- (2012-) -- Tilapias (Oreochromis spp.),all,1,Raw/Primary,0.228789,0.205687,0.125244,0.18728,0.252999,3.03,5,Final Good,0.9844
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030432,"030432 -- (2012-) -- Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",all,1,Raw/Primary,0.252604,0.204565,0.124196,0.178773,0.239862,2.9487,1,Raw/Primary,0.9826
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030433,030433 -- (2012-) -- Nile perch (Lates niloticus),all,1,Raw/Primary,0.202565,0.25185,0.114856,0.207166,0.223563,2.9973,2,Processed Material,0.9819
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030439,030439 -- (2012-) -- Other,all,1,Raw/Primary,0.197315,0.258355,0.110468,0.214812,0.219049,2.9999,2,Processed Material,0.9794
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030441,"030441 -- (2012-) -- Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",all,1,Raw/Primary,0.219749,0.209686,0.157662,0.173666,0.239236,3.003,5,Final Good,0.9929
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030442,"030442 -- (2012-) -- Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",all,1,Raw/Primary,0.217651,0.220217,0.148425,0.191328,0.222378,2.9806,5,Final Good,0.9935
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030443,"030443 -- (2012-) -- Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)",all,1,Raw/Primary,0.218648,0.19466,0.134705,0.183045,0.268942,3.089,5,Final Good,0.9848
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030444,"030444 -- (2012-) -- Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",all,1,Raw/Primary,0.215714,0.194881,0.155676,0.183253,0.250477,3.0579,5,Final Good,0.9922
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030445,030445 -- (2012-) -- Swordfish (Xiphias gladius),all,1,Raw/Primary,0.193394,0.252726,0.120905,0.206874,0.2261,3.0196,2,Processed Material,0.9835
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030446,030446 -- (2012-) -- Toothfish (Dissostichus spp.),all,1,Raw/Primary,0.196236,0.243743,0.121845,0.188166,0.250011,3.052,5,Final Good,0.9823
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030447,030447 -- (2017-) -- Dogfish and other sharks,all,1,Raw/Primary,0.225894,0.231929,0.111825,0.190593,0.239759,2.9864,5,Final Good,0.9807
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030448,030448 -- (2017-) -- Rays and skates (Rajidae),all,1,Raw/Primary,0.195473,0.255693,0.105966,0.20869,0.234179,3.0304,2,Processed Material,0.9771
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030449,030449 -- (2012-) -- Other,all,1,Raw/Primary,0.19709,0.257808,0.110234,0.214567,0.2203,3.0032,2,Processed Material,0.9793
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030451,"030451 -- (2012-) -- Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp.,",all,1,Raw/Primary,0.225307,0.21207,0.1626,0.175813,0.22421,2.9615,1,Raw/Primary,0.9947
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030452,030452 -- (2012-) -- Salmonidae,all,1,Raw/Primary,0.232725,0.248218,0.099996,0.189944,0.229117,2.9345,2,Processed Material,0.9746
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030453,"030453 -- (2012-) -- Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",all,1,Raw/Primary,0.214856,0.194675,0.155209,0.182346,0.252915,3.0638,5,Final Good,0.9917
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030454,030454 -- (2012-) -- Swordfish (Xiphias gladius),all,1,Raw/Primary,0.193724,0.251678,0.122538,0.206016,0.226044,3.019,2,Processed Material,0.9842
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030455,030455 -- (2012-) -- Toothfish (Dissostichus spp.),all,1,Raw/Primary,0.196017,0.243709,0.124231,0.186311,0.249732,3.05,5,Final Good,0.983
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030456,030456 -- (2017-) -- Dogfish and other sharks,all,1,Raw/Primary,0.226556,0.232155,0.112702,0.189295,0.239291,2.9826,5,Final Good,0.9809
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030457,030457 -- (2017-) -- Rays and skates (Rajidae),all,1,Raw/Primary,0.195309,0.256478,0.105053,0.208719,0.23444,3.0305,2,Processed Material,0.9766
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030459,030459 -- (2012-) -- Other,all,1,Raw/Primary,0.19693,0.258103,0.109608,0.215022,0.220336,3.0037,2,Processed Material,0.979
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030461,030461 -- (2012-) -- Tilapias (Oreochromis spp.),all,1,Raw/Primary,0.22804,0.205214,0.127544,0.187032,0.252171,3.0301,5,Final Good,0.9853
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030462,"030462 -- (2012-) -- Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",all,1,Raw/Primary,0.252708,0.204449,0.124612,0.177802,0.24043,2.9488,1,Raw/Primary,0.9826
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030463,030463 -- (2012-) -- Nile perch (Lates niloticus),all,1,Raw/Primary,0.202698,0.251033,0.114819,0.207302,0.224147,2.9992,2,Processed Material,0.982
03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",030469,030469 -- (2012-) -- Other,all,1,Raw/Primary,0.196656,0.258499,0.110099,0.214932,0.219814,3.0027,2,Processed Material,0.9792
