subheading,subheading_text,chapter,heading_text,chapter_text,heading,domain,prior_class,prior_label,nli_prob_1,nli_prob_2,nli_prob_3,nli_prob_4,nli_prob_5,nli_class,nli_label,nli_uncertainty,prior_nli_agree
831190,"Wires, rods, tubes, plates, electrodes of base metal or metal carbides: of a kind used for soldering, brazing, welding: wires and rods for metal spraying: n.e.c. in item no. 8311",83,"Wires, rods, tubes, plates, electrodes of base metal or metal carbides; of a kind used for soldering, brazing, welding; wires and rods for metal spraying",Metal; miscellaneous products of base metal,8311,D4,4.0,Manufactured Component,0.00933965532267467,0.2893441177736584,0.06299402159978938,0.5902876576750392,0.048034547628838346,4,Manufactured Component,0.6422,True
830250,"Hat-racks, hat-pegs, brackets and similar fixtures, of base metal",83,"Base metal mountings, fittings and similar articles for furniture, doors, staircases, windows, trunks, chests etc, castors with mountings of base metal, automatic door closers of base metal",Metal; miscellaneous products of base metal,8302,D4,4.0,Manufactured Component,0.012180213089328106,0.4535237626763319,0.02856907855183204,0.4621247428639283,0.04360220281857965,4,Manufactured Component,0.6258,True
830810,"Hooks, eyes and eyelets: of base metal, of a kind used for clothing, footwear, awnings, handbags, travel goods or other made up articles",83,"Clasps, frames with clasps, buckles, buckle-clasps, hooks, eyes, eyelets etc for clothing & accessories, footwear, jewellery, wrist-watches, books, awnings, leather goods, travel goods, saddlery etc, tubular etc rivets, beads, spangles, of base metal",Metal; miscellaneous products of base metal,8308,D4,4.0,Manufactured Component,0.006878249448468049,0.7651108537915261,0.03522703341915501,0.1329228689555767,0.05986099438527413,2,Primary Processed,0.4932,False
830990,"Stoppers: caps and lids, of base metal",83,"Stoppers, caps, lids (including crown corks, screw caps, pouring stoppers); capsules for bottles, threaded bungs, bung covers, seals and other packaging accessories, of base metal",Metal; miscellaneous products of base metal,8309,D4,4.0,Manufactured Component,0.008899223026263628,0.6086851931784854,0.022525116717349303,0.31060972694080424,0.04928074013709746,2,Primary Processed,0.5848,False
830400,"Office equipment: filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands and similar office or desk equipment, of base metal, other than office furniture of heading no. 9403",83,"Office equipment; filing cabinets, card-index cabinets, paper trays and rests, pen trays, office-stamp stands and the like, of base metal, other than office furniture of heading no. 9403",Metal; miscellaneous products of base metal,8304,D4,4.0,Manufactured Component,0.021338856279479665,0.3982694478003306,0.06840766507633786,0.27590097127028745,0.2360830595735644,2,Primary Processed,0.8253,False
831000,"Sign plates, name-plates, address-plates and similar plates, numbers, letters and other symbols: of base metal, excluding those of heading no. 9405",83,"Sign plates, name plates, address plates and similar plates, numbers, letters and other symbols, of base metal, excluding those of heading no. 9405",Metal; miscellaneous products of base metal,8310,D4,4.0,Manufactured Component,0.013482039518091017,0.5491670257582566,0.05700686457180323,0.2525403447860036,0.12780372536584553,2,Primary Processed,0.7214,False
761290,"Aluminium: casks, drums, cans, boxes and the like for any material (not compressed or liquefied gas), 300l capacity or less, whether or not lined or heat-insulated, no mechanical or thermal equipment",76,"Aluminium casks, drums, cans, boxes etc (including rigid, collapsible tubular containers), for materials other than compressed, liquefied gas, 300l capacity or less, lined, heat-insulated or not",Aluminium and articles thereof,7612,D4,3.0,Fabricated Material,0.03515440656354368,0.3346042035873946,0.06622637961270991,0.4443454643179061,0.11966954591844566,4,Manufactured Component,0.7943,False
760612,"Aluminium: plates, sheets and strip, thickness exceeding 0.2mm, alloys, rectangular (including square)",76,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm",Aluminium and articles thereof,7606,D4,3.0,Fabricated Material,0.023026296354242495,0.22205240528168368,0.019780633528963473,0.6967786990826123,0.03836196575249808,4,Manufactured Component,0.5439,False
761100,"Aluminium: reservoirs, tanks, vats and similar containers, for material (not compressed or liquefied gas), of a capacity over 300l, whether or not lined, not fitted with mechanical/thermal equipment",76,"Aluminium; reservoirs, tanks, vats and the like for material (not compressed or liquefied gas) of capacity over 300l, whether or not lined, heat-insulated, not fitted with mechanical, thermal equipment",Aluminium and articles thereof,7611,D4,3.0,Fabricated Material,0.02660356270781986,0.20446363053384492,0.04554852462271503,0.6482453334177931,0.07513894871782707,4,Manufactured Component,0.6445,False
760900,"Aluminium: tube or pipe fittings (e.g. couplings, elbows, sleeves)",76,"Aluminium; tube or pipe fittings (e.g. couplings, elbows, sleeves)",Aluminium and articles thereof,7609,D4,3.0,Fabricated Material,0.017162229801855125,0.4714167994580537,0.023987440303014813,0.45640057155340696,0.03103295888366938,2,Primary Processed,0.6086,False
760692,"Aluminium: plates, sheets and strip, thickness exceeding 0.2mm, alloys, (not rectangular or square)",76,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm",Aluminium and articles thereof,7606,D4,3.0,Fabricated Material,0.02636971432740561,0.23589638842217725,0.018495154393638292,0.6706486619157168,0.048590080941062014,4,Manufactured Component,0.5749,False
761490,"Aluminium: stranded wire, cables, plaited bands and the like, (not electrically insulated), other than steel core",76,"Aluminium; stranded wire, cables, plaited bands and the like, (not electrically insulated)",Aluminium and articles thereof,7614,D4,3.0,Fabricated Material,0.05377680355643029,0.5712563310376356,0.04613580858505057,0.2410313004101619,0.08779975641072159,2,Primary Processed,0.7304,False
750110,Nickel: nickel mattes,75,Nickel mattes; nickel oxide sinters and other intermediate products of nickel metallurgy,Nickel and articles thereof,7501,D4,2.0,Primary Processed,0.02518857060756003,0.48938583871921676,0.04213738029694762,0.3911313080123504,0.05215690236392522,2,Primary Processed,0.6817,True
750120,Nickel: oxide sinters and other intermediate products of nickel metallurgy,75,Nickel mattes; nickel oxide sinters and other intermediate products of nickel metallurgy,Nickel and articles thereof,7501,D4,2.0,Primary Processed,0.0219389347825054,0.1135612622564624,0.19760751410803162,0.2777198597634712,0.38917242908952937,5,Assembled/Finished,0.8539,False
750400,Nickel: powders and flakes,75,Nickel; powders and flakes,Nickel and articles thereof,7504,D4,2.0,Primary Processed,0.02511892244928613,0.49979832767238186,0.039020063818696965,0.3858925632174351,0.050170122842199974,2,Primary Processed,0.6731,True
790500,"Zinc: plates, sheets, strip and foil",79,"Zinc; plates, sheets, strip and foil",Zinc and articles thereof,7905,D4,2.0,Primary Processed,0.019405661548417576,0.5465074293531137,0.033504233450715556,0.35387409458423974,0.046708581063513444,2,Primary Processed,0.6407,True
790112,"Zinc: unwrought, (not alloyed), containing by weight less than 99.99% of zinc",79,Zinc; unwrought,Zinc and articles thereof,7901,D4,2.0,Primary Processed,0.1101373842123704,0.046768596603342635,0.01923514648253511,0.6829451676905934,0.14091370501115844,4,Manufactured Component,0.6206,False
780191,"Lead: unwrought, unrefined, containing by weight antimony as the principal other element",78,Lead; unwrought,Lead and articles thereof,7801,D4,2.0,Primary Processed,0.08989958096707094,0.37701640968330014,0.02468651059436941,0.3898553688510915,0.11854212990416799,4,Manufactured Component,0.8051,False
780419,"Lead: plates, sheets, strip and foil, of a thickness (excluding any backing) exceeding 0.2mm",78,"Lead; plates, sheets, strip and foil, lead powders and flakes",Lead and articles thereof,7804,D4,2.0,Primary Processed,0.037619935809823285,0.36303343016529716,0.02648557251373036,0.5247120661768293,0.04814899533431995,4,Manufactured Component,0.666,False
800120,"Tin: unwrought, alloys",80,Tin; unwrought,Tin; articles thereof,8001,D4,2.0,Primary Processed,0.06784447977062702,0.20601729895161613,0.049584991860501526,0.5337414701749275,0.1428117592423278,4,Manufactured Component,0.7891,False
800700,Tin: articles n.e.c. in chapter 80,80,Tin; articles n.e.c. in chapter 80,Tin; articles thereof,8007,D4,2.0,Primary Processed,0.012372378213806531,0.5029165726046392,0.039136506471274396,0.40239265411200875,0.04318188859827113,2,Primary Processed,0.6393,True
845121,Drying machines: of a dry linen capacity not exceeding 10kg,84,"Machinery (not of heading no. 8450) for washing, cleaning, wringing, drying, ironing, pressing, bleaching, dyeing, dressing, finishing, coating or impregnating textile yarn, fabrics or made up articles","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8451,D5,4.0,Manufactured Component,0.0020873618325501836,0.06745159487154233,0.25629066744078827,0.5761576216660538,0.09801275418906545,4,Manufactured Component,0.6766,True
848320,"Bearing housings, incorporating ball or roller bearings",84,Transmission shafts (including cam and crank) and cranks; bearing housings and plain shaft bearings; gears and gearing; ball or roller screws; gear boxes and other speed changers; flywheels and pulleys; clutches and shaft couplings,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8483,D5,4.0,Manufactured Component,0.0022548901002769034,0.009846944602655523,0.3814268503454093,0.1388458047478482,0.4676255102038101,5,Assembled/Finished,0.6564,False
847432,Machines: for mixing mineral substances with bitumen,84,"Machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading earth, stone, ores in solid form, shaping, moulding machinery for solid mineral fuels","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8474,D5,4.0,Manufactured Component,0.0016446747741670536,0.0757206366175061,0.25974755992421916,0.57011698607951,0.09277014260459773,4,Manufactured Component,0.6816,True
842612,Cranes: mobile lifting frames on tyres and straddle carriers,84,"Derricks, cranes, including cable cranes, mobile lifting frames, straddle carriers and works trucks fitted with a crane","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8426,D5,4.0,Manufactured Component,0.0017139782676030097,0.004436893917822506,0.1320395339560768,0.6239317148858217,0.237877878972676,4,Manufactured Component,0.5829,True
848340,"Gears and gearing: (not toothed wheels, chain sprockets and other transmission elements presented separately): ball or roller screws: gear boxes and other speed changers, including torque converters",84,Transmission shafts (including cam and crank) and cranks; bearing housings and plain shaft bearings; gears and gearing; ball or roller screws; gear boxes and other speed changers; flywheels and pulleys; clutches and shaft couplings,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8483,D5,4.0,Manufactured Component,0.0017871231700534271,0.0007441334474514795,0.13356006886158683,0.78644175884955,0.07746691567135819,4,Manufactured Component,0.4179,True
842320,Weighing machines: scales for continuous weighing of goods on conveyors,84,"Weighing machines; excluding balances of a sensitivity of 5cg or better, including weight operated counting or checking machines and weights of all kinds","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8423,D5,4.0,Manufactured Component,0.0017189613427289006,0.004677909584864006,0.08667610879320974,0.4729079764355231,0.43401904384367423,4,Manufactured Component,0.5992,True
843242,"Spreaders and distributors: for manure and fertilizers, for agricultural, horticultural or forestry use: fertiliser distributors",84,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn or sports-ground rollers","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8432,D5,4.0,Manufactured Component,0.014748211785239594,0.07132857958232709,0.3125049138906794,0.5183477939849966,0.08307050075675733,4,Manufactured Component,0.7216,True
848630,Machines and apparatus of a kind used solely or principally for the manufacture of flat panel displays,84,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines & apparatus specified in note 11 (C) to this Chapter","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8486,D5,4.0,Manufactured Component,0.00211222067355416,0.005476239896544165,0.37099372174494144,0.6054533529709553,0.015964464714004954,4,Manufactured Component,0.4842,True
845521,Metal-rolling mills: hot or combination hot and cold rolling mills,84,Metal-rolling mills and rolls therefor,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8455,D5,4.0,Manufactured Component,0.004737031749747923,0.0806368681555301,0.4335271512976736,0.00640340489380063,0.4746955439032477,5,Assembled/Finished,0.6069,False
844110,"Machines: cutting, of all kinds, for making up paper pulp, paper or paperboard",84,"Machines; for making up paper pulp, paper or paperboard, including cutting machines of all kinds","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8441,D5,4.0,Manufactured Component,0.0014445904022892646,0.010540944581784353,0.47216978927515213,0.2980102614972836,0.2178344142434906,3,Fabricated Material,0.6863,False
848410,Gaskets and similar joints: of metal sheeting combined with other material or two or more layers of metal,84,"Gaskets and similar joints of metal sheeting combined with other material or of two or more layers of metal; sets or assortments of gaskets and similar joints, dissimilar in composition, put up in pouches, envelopes or similar packings; mechanical seals","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8484,D5,4.0,Manufactured Component,0.004092594480978404,0.02104491488541975,0.8531536789791209,0.0069003750279894435,0.11480843662649148,3,Fabricated Material,0.3244,False
845969,"Machine-tools: for milling by removing metal, not knee-type, other than numerically controlled",84,"Machine-tools; (including way-type unit head machines) for drilling, boring, milling, threading or tapping by removing metal, other than lathes of heading no. 8458","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8459,D5,4.0,Manufactured Component,0.001954077759372722,0.01728504910652101,0.21772030178409324,0.7159008443757031,0.047139726974309924,4,Manufactured Component,0.4955,True
844831,"Machines, card clothing: parts and accessories",84,"Machinery, auxiliary; for use with machines of heading no. 8444 to 8447 (e.g. dobbies, jacquards, automatic stop motions, shuttle changing mechanisms) parts, accessories for machines of heading no. 8444, 8447","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8448,D5,4.0,Manufactured Component,0.0076318620454291315,0.009342738966690205,0.3650380881804614,0.40862738465415116,0.20935992615326812,4,Manufactured Component,0.7094,True
841710,"Furnaces and ovens: non-electric, for the roasting, melting or other heat-treatment of ores, pyrites or of metals, for industrial or laboratory use",84,"Furnaces and ovens; industrial or laboratory, including incinerators, non-electric","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8417,D5,4.0,Manufactured Component,0.0020245330965434393,0.018727653674758236,0.12656818969764216,0.6352618657638842,0.21741775776717193,4,Manufactured Component,0.6019,True
840390,Boilers: parts of central heating boilers (excluding those of heading no. 8402),84,Central heating boilers; excluding those of heading no. 8402,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8403,D5,4.0,Manufactured Component,0.0060216367681390675,0.007917497609385664,0.2539852060502334,0.7152588044531746,0.0168168551190673,4,Manufactured Component,0.4508,True
845510,Metal-rolling mills: tube mills,84,Metal-rolling mills and rolls therefor,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8455,D5,4.0,Manufactured Component,0.0039258752273128444,0.03006824240436546,0.31728267123016585,0.5640002987962165,0.0847229123419394,4,Manufactured Component,0.6359,True
841583,"Air conditioning machines: containing a motor driven fan, other than window or wall types, not incorporating a refrigerating unit",84,"Air conditioning machines; comprising a motor driven fan and elements for changing the temperature and humidity, including those machines in which the humidity cannot be separately regulated","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8415,D5,4.0,Manufactured Component,0.008119433162372413,0.0016285965635507006,0.2744479171075339,0.5678128582933994,0.14799119487314355,4,Manufactured Component,0.6266,True
840890,"Engines: compression-ignition internal combustion piston engines (diesel or semi-diesel engines), of a kind used for other than marine propulsion or the vehicles of chapter 87",84,Compression-ignition internal combustion piston engines (diesel or semi-diesel engines),"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8408,D5,4.0,Manufactured Component,0.001071899454535555,0.00902807080598239,0.08215687605666537,0.8671427560920273,0.04060039759078943,4,Manufactured Component,0.3162,True
843039,Coal or rock cutters and tunnelling machinery: not self-propelled,84,"Moving, grading, levelling, scraping, excavating, tamping, compacting, extracting or boring machinery, for earth, minerals, or ores; pile drivers and extractors; snow ploughs and snow blowers","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8430,D5,4.0,Manufactured Component,0.008447312348696468,0.009094232261361699,0.37080947783656104,0.2738195825696004,0.33782939498378045,3,Fabricated Material,0.7283,False
843142,Machinery parts: bulldozer or angledozer blades,84,Machinery parts; used solely or principally with the machinery of heading no. 8425 to 8430,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8431,D5,4.0,Manufactured Component,0.001702662779490488,0.0024207779054155098,0.1545563926517445,0.7234709217367427,0.11784924492660687,4,Manufactured Component,0.4972,True
843590,"Presses, crushers and similar machinery: parts, used in the manufacture of wine, cider, fruit juices or similar beverages",84,"Presses, crushers and similar machinery; used in the manufacture of wine, cider, fruit juices or similar beverages","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8435,D5,4.0,Manufactured Component,0.0028914660263544664,0.016969104760813987,0.2677393775694073,0.6760043461410176,0.03639570550240671,4,Manufactured Component,0.5121,True
843320,Mowers: n.e.c. in item no. 8433.1 (including cutter bars for tractor mounting),84,"Harvesting and threshing machinery, straw and fodder balers, grass or hay mowers; machines for cleaning, sorting or grading eggs, fruit or other agricultural produce, other than machinery of heading no 8437","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8433,D5,4.0,Manufactured Component,0.010073184901371324,0.004970765640218407,0.2679209691701021,0.5438931548900418,0.17314192539826642,4,Manufactured Component,0.6589,True
844630,"Weaving machines (looms): for weaving fabrics of a width exceeding 30cm, shuttleless type",84,Weaving machines (looms),"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8446,D5,4.0,Manufactured Component,0.0012612595363218162,0.0012513219752775873,0.20682485249941637,0.6336599541920497,0.15700261179693456,4,Manufactured Component,0.5732,True
843319,"Mowers: for lawns, parks or sports-grounds, other than with the cutting device rotating in a horizontal plane",84,"Harvesting and threshing machinery, straw and fodder balers, grass or hay mowers; machines for cleaning, sorting or grading eggs, fruit or other agricultural produce, other than machinery of heading no 8437","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8433,D5,4.0,Manufactured Component,0.01119208535691454,0.0028638849381641524,0.312011990748491,0.638240762331644,0.03569127662478629,4,Manufactured Component,0.5194,True
842211,Dish washing machines: of the household type,84,"Dish washing machines; machinery for cleaning, drying, filling, closing, sealing, capsuling or labelling bottles, cans, boxes, bags, etc, machinery for aerating beverages","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8422,D5,4.0,Manufactured Component,0.008985922020886454,0.006884171376581994,0.23551864166732364,0.4638768281227664,0.2847344368124414,4,Manufactured Component,0.7028,True
844140,"Machines: for moulding articles, in paper pulp, paper or paperboard",84,"Machines; for making up paper pulp, paper or paperboard, including cutting machines of all kinds","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8441,D5,4.0,Manufactured Component,0.0013399989449861193,0.009584136549355186,0.48913256569553243,0.4318976213366007,0.06804567747352552,3,Fabricated Material,0.5894,False
841581,"Air conditioning machines: containing a motor driven fan, other than window or wall types, incorporating a refrigerating unit and a valve for reversal of the cooling/heat cycle (reversible heat pumps)",84,"Air conditioning machines; comprising a motor driven fan and elements for changing the temperature and humidity, including those machines in which the humidity cannot be separately regulated","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8415,D5,4.0,Manufactured Component,0.00028907649622074693,0.0003771729539068988,0.10447704865820391,0.3571979087408972,0.5376587931507713,5,Assembled/Finished,0.5857,False
846390,"Machine-tools: for working metal, sintered metal carbides or cermets, without removing material, n.e.c. in heading no. 8463",84,"Machine-tools; n.e.c. for working metal, sintered metal carbides or cermets without removing material","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8463,D5,4.0,Manufactured Component,0.004886397646729638,0.02926387836382487,0.2342568794769756,0.6453715589867645,0.08622128552570546,4,Manufactured Component,0.5985,True
845899,"Lathes: for removing metal, other than horizontal or numerically controlled lathes",84,Lathes for removing metal,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8458,D5,4.0,Manufactured Component,0.009492571903283065,0.007273364681779921,0.21198604488122205,0.6990894997538349,0.07215851877988007,4,Manufactured Component,0.5274,True
845490,"Machines: parts of converters, ladles, ingot moulds and casting machines, of a kind used in metallurgy or in metal foundries",84,"Converters, ladles, ingot moulds and casting machines; of a kind used metallurgy or in metal foundries","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8454,D5,4.0,Manufactured Component,0.002388727113232104,0.14563140032351263,0.5870759390102719,0.2583166914199281,0.006587242133055303,3,Fabricated Material,0.6154,False
843999,Machinery: parts of machinery for making or finishing paper or paperboard,84,"Machinery; for making pulp of fibrous cellulosic material, or for making or finishing paper or paperboard","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8439,D5,4.0,Manufactured Component,0.0012703948128371804,0.005640363449521077,0.5190969991617882,0.4692890065785893,0.004703235997264266,3,Fabricated Material,0.4711,False
845620,"Machine-tools: for working any material by removal of material, operated by ultrasonic processes",84,"Machine-tools; for working any material by removal of material, by laser or other light or photon beam, ultrasonic, electro-discharge, electro-chemical, electron beam, ionic-beam, or plasma arc processes; water-jet cutting machines","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8456,D5,4.0,Manufactured Component,0.022843837823137036,0.031392525998475126,0.09047432277528317,0.45205390621741826,0.4032354071856864,4,Manufactured Component,0.7068,True
842441,Mechanical appliances: agricultural or horticultural sprayers: portable sprayers,84,"Mechanical appliances for projecting, dispersing or spraying liquids or powders; fire extinguishers, spray guns, steam, sand blasting machines","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8424,D5,4.0,Manufactured Component,0.002473932122727875,0.00471119563128035,0.24961072662130246,0.5754384756022951,0.1677656700223942,4,Manufactured Component,0.6238,True
840310,Boilers: central heating boilers (excluding those of heading no. 8402),84,Central heating boilers; excluding those of heading no. 8402,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8403,D5,4.0,Manufactured Component,0.004514620108551707,0.008094101096076363,0.17404272901112,0.5127567574868633,0.30059179229738864,4,Manufactured Component,0.6657,True
841480,"Pumps and compressors: for air, vacuum or gas, n.e.c. in heading no. 8414",84,"Air or vacuum pumps, air or other gas compressors and fans; ventilating or recycling hoods incorporating a fan; gas-tight biological safety cabinets whether or not fitted with filters","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8414,D5,4.0,Manufactured Component,0.0019144898945561903,0.00732637754293442,0.2436718936479792,0.5221770396650937,0.2249101992494365,4,Manufactured Component,0.6629,True
846693,Parts & accessories suited for use solely/principally with machines of headings 8456-8465: n.e.c. in heading no. 8466,84,"Parts & accessories suited for use only/mainly with machines of headings 8456-8465, including work/tool holders, self-opening dieheads, dividing heads & other special attachments for the machines; tool holders for any type of tool for working in the hand","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8466,D5,4.0,Manufactured Component,0.00509202970637525,0.009687616958987044,0.15878064209278056,0.7884756708524515,0.03796404038940566,4,Manufactured Component,0.4198,True
848140,"Valves: safety or relief valves, for pipes, boiler shells, tanks, vats or the like",84,"Taps, cocks, valves and similar appliances for pipes, boiler shells, tanks, vats or the like, including pressure-reducing valves and thermostatically controlled valves","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8481,D5,4.0,Manufactured Component,0.004459391152866758,0.03698975058410477,0.1577861836031539,0.37304065978814754,0.427724014871727,5,Assembled/Finished,0.7261,False
843629,Poultry-keeping machinery: other than incubators and brooders,84,"Agricultural, horticultural, forestry, poultry-keeping, bee-keeping machinery; including germination plant fitted with mechanical or thermal equipment; poultry incubators and brooders","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8436,D5,4.0,Manufactured Component,0.020530105964426913,0.010164247560688358,0.4676493582369927,0.38298075392519954,0.11867553431269251,3,Fabricated Material,0.6849,False
841490,"Pumps and compressors: parts, of air or vacuum pumps, air or other gas compressors and fans, ventilating or recycling hoods incorporating a fan",84,"Air or vacuum pumps, air or other gas compressors and fans; ventilating or recycling hoods incorporating a fan; gas-tight biological safety cabinets whether or not fitted with filters","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8414,D5,4.0,Manufactured Component,0.0012011984726080292,0.003910722415796022,0.036429838641279196,0.4799272395905214,0.47853100087979533,4,Manufactured Component,0.5315,True
842940,Tamping machines and road rollers: self-propelled,84,"Bulldozers, graders, levellers, scrapers, angledozers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers, self-propelled","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8429,D5,4.0,Manufactured Component,0.001515581310652844,0.004103731467203004,0.1808447436269448,0.8062486851296523,0.007287258465547094,4,Manufactured Component,0.3425,True
846719,"Tools: for working in the hand, pneumatic, other than rotary type",84,"Tools; for working in the hand, pneumatic, hydraulic or with self-contained electric or non-electric motor","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8467,D5,4.0,Manufactured Component,0.003565493089596179,0.00803455535370701,0.22975485347800217,0.6834198331938102,0.07522526488488444,4,Manufactured Component,0.5291,True
841440,Compressors: air compressors mounted on a wheeled chassis for towing,84,"Air or vacuum pumps, air or other gas compressors and fans; ventilating or recycling hoods incorporating a fan; gas-tight biological safety cabinets whether or not fitted with filters","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8414,D5,4.0,Manufactured Component,0.002396577149616265,0.009048667279174366,0.3134392341560885,0.2895440014938246,0.3855715199212963,5,Assembled/Finished,0.7127,False
842620,Cranes: tower cranes,84,"Derricks, cranes, including cable cranes, mobile lifting frames, straddle carriers and works trucks fitted with a crane","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8426,D5,4.0,Manufactured Component,0.0053596416396343586,0.009044897569883243,0.28313692863629475,0.5845095403655939,0.11794899178859375,4,Manufactured Component,0.6175,True
841320,"Pumps: hand, fitted or designed to be fitted with a measuring device, for liquids, other than those of item no. 8413.11 or 8413.19",84,"Pumps; for liquids, whether or not fitted with measuring device, liquid elevators","Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8413,D5,4.0,Manufactured Component,0.005391471102996183,0.008827612759995124,0.10597278207346643,0.8466731333546521,0.03313500070889015,4,Manufactured Component,0.3489,True
853329,"Electrical resistors: fixed, for a power handling capacity exceeding 20W (including rheostats and potentiometers but excluding heating resistors and carbon resistors)",85,"Electrical resistors (including rheostats and potentiometers), excluding heating resistors","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8533,D5,4.0,Manufactured Component,0.0010155328887494312,0.0013281486600410695,0.17276905656052358,0.7561047751565144,0.06878248673417155,4,Manufactured Component,0.444,True
851830,"Headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers",85,"Microphones and their stands; loudspeakers, mounted or not in their enclosures; headphones and earphones, combined or not with a microphone, and sets of a microphone and one or more loudspeakers; audio-frequency and electric sound amplifiers and sets","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8518,D5,4.0,Manufactured Component,0.0023164264021799685,0.002972299824304303,0.22669590191499683,0.5255293060426968,0.2424860658158222,4,Manufactured Component,0.6521,True
851640,Smoothing irons: electric,85,"Electric water, space, soil heaters; electro-thermic hair-dressing apparatus; hand dryers, irons; electro-thermic appliances for domestic purposes; electro heating resistors, not of heading no. 8545","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8516,D5,4.0,Manufactured Component,0.0019159846655014382,0.027629224509527886,0.3489577760889627,0.5670151695328126,0.05448184520319541,4,Manufactured Component,0.5957,True
850422,"Electrical transformers: liquid dielectric, having a power handling capacity exceeding 650kVA but not exceeding 10,000kVA",85,"Electric transformers, static converters (e.g. rectifiers) and inductors","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8504,D5,4.0,Manufactured Component,0.0022556007225263183,0.02125933653852929,0.26182425930439834,0.6492221580664864,0.06543864536805967,4,Manufactured Component,0.5625,True
850153,"Electric motors: AC motors, multi-phase, of an output exceeding 75kW",85,Electric motors and generators (excluding generating sets),"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8501,D5,4.0,Manufactured Component,0.004989118741445701,0.004698875322993435,0.29282319313939925,0.048369917635671514,0.64911889516049,5,Assembled/Finished,0.5209,False
